,classified.subtype,classified.price,classified.land.surface,classified.bedroom.count,classified.atticExists,classified.outdoor.terrace.exists,classified.wellnessEquipment.hasSwimmingPool
4878,house,230000,1200,1,1,0,0
4879,house,229000,240,3,0,1,0
4880,apartment block,2400000,190,7,0,1,0
4881,house,187000,1153,4,1,0,0
4882,house,197000,746,3,1,0,0
4883,house,219000,377,0,0,0,0
4884,house,247000,1526,3,1,0,0
4885,house,297000,598,7,1,0,0
4886,house,375000,947,9,1,1,0
4887,house,330000,567,3,1,1,0
4889,house,235000,404,5,0,1,0
4890,house,199500,220,3,0,1,0
4891,house,245000,140,3,0,1,0
4892,country cottage,665000,6570,5,0,1,0
4893,house,279000,1475,4,1,1,0
4894,house,349000,128,3,0,0,0
4895,house,239000,352,3,0,1,1
4897,house,249500,290,4,0,0,0
4898,apartment block,390000,177,4,0,1,0
4899,house,230000,0,2,0,0,0
4900,house,980000,1613,5,0,0,1
4901,exceptional property,560000,70,4,0,1,0
4903,house,329000,215,4,1,1,0
4905,villa,600000,2836,5,0,0,0
4906,villa,595000,6850,4,1,1,0
4907,house,289000,274,3,0,0,0
4909,house,249000,110,3,0,1,0
4911,house,625000,157,3,0,1,0
4912,house,206000,640,3,0,0,0
4914,house,175000,50,4,0,0,0
4916,house,159500,156,1,0,1,0
4917,house,130000,65,2,0,1,0
4918,house,279000,151,4,0,1,0
4920,villa,645000,1289,4,0,0,0
4921,house,239000,71,4,0,1,0
4923,house,482000,192,3,0,1,0
4925,house,489000,183,3,0,1,0
4927,house,359500,335,3,0,1,0
4928,house,349000,380,4,0,0,0
4929,exceptional property,1495000,442,4,1,1,0
4931,house,285000,432,3,1,1,0
4933,villa,1245000,2000,5,0,1,0
4934,house,149000,50,5,0,0,0
4936,house,240000,320,3,0,0,0
4937,house,199000,294,3,0,0,0
4938,house,149000,380,4,0,1,0
4939,house,147000,380,4,0,1,0
4941,villa,335000,572,4,0,1,0
4943,house,225000,270,3,1,1,0
4945,exceptional property,529000,53,3,0,1,0
4947,mansion,249000,75,5,0,1,0
4948,house,555000,0,3,1,1,0
4949,house,220000,1470,3,0,0,0
4950,house,799000,854,4,1,1,0
4952,apartment block,800000,1200,2,0,1,0
4953,house,325000,1405,3,1,1,0
4955,house,1050000,3342,4,0,1,0
4956,house,425000,113,7,0,1,0
4957,house,199000,240,3,1,1,0
4958,house,400000,570,3,1,0,0
4959,house,322291,298,3,1,0,0
4960,house,317835,345,3,1,0,0
4961,house,384000,583,3,1,0,0
4962,house,302755,347,3,1,0,0
4964,house,361347,486,3,1,0,0
4965,exceptional property,575000,3165,5,0,0,0
4966,apartment block,750000,587,10,0,0,0
4967,house,129000,90,4,1,1,0
4969,house,300000,1100,7,1,1,0
4970,house,35000,50,2,0,0,0
4971,house,210000,309,3,0,0,0
4972,house,275000,2009,3,1,1,0
4973,house,110000,110,2,0,1,0
4975,country cottage,299000,600,3,0,1,0
4977,house,425000,1953,4,0,0,0
4978,house,175000,280,4,0,0,0
4980,house,480000,219,4,0,0,0
4982,house,369000,0,4,0,0,0
4983,apartment block,1945000,0,7,0,1,0
4985,country cottage,1049000,1589,4,0,1,0
4987,house,250000,160,3,1,0,0
4988,house,89000,120,1,0,1,0
4989,chalet,70000,234,2,0,0,0
4991,house,185000,354,2,1,0,0
4992,house,349000,800,2,0,0,0
4993,house,119000,270,3,0,1,0
4994,house,155000,466,3,1,1,0
4996,house,450000,0,4,0,0,0
4997,villa,1295000,651,3,0,0,0
4998,house,910000,956,5,0,0,0
4999,house,649000,2140,6,0,1,0
5000,bungalow,795000,1093,3,0,0,0
5002,house,169000,480,4,0,0,0
5004,house,605000,436,4,0,0,0
5006,house,225000,3201,3,1,0,0
5007,mansion,1250000,220,4,0,0,0
5008,house,275000,100,2,0,0,0
5033,house,175000,100,2,0,0,0
5035,house,295000,379,3,1,0,0
5036,house,330000,398,4,0,0,0
5037,house,300000,355,3,0,0,0
5038,house,175000,50,3,1,0,0
5040,house,256932,261,3,0,0,0
5041,house,291000,273,3,0,0,0
5042,house,215000,160,3,0,1,0
5044,house,249000,90,4,0,0,0
5045,exceptional property,1950000,270,8,0,1,0
5047,house,499000,248,13,0,1,0
5048,house,365000,224,3,0,0,0
5049,house,269000,237,3,0,0,0
5050,house,269000,246,3,0,0,0
5051,town house,245000,91,3,0,0,0
5052,town house,245000,78,3,0,0,0
5053,exceptional property,399000,1146,4,0,1,0
5055,house,423500,491,3,0,0,0
5056,house,390000,63,5,0,1,0
5058,house,149000,70,2,1,1,0
5060,house,380000,0,2,0,1,0
5062,house,335000,520,5,0,1,0
5063,house,109000,126,2,1,1,0
5065,house,365000,62,5,1,0,0
5066,house,399000,454,3,0,1,0
5067,house,357000,319,3,0,1,0
5068,house,433000,469,4,0,1,0
5069,house,443000,512,4,0,1,0
5070,exceptional property,630000,2700,7,0,1,0
5072,house,599000,892,3,0,1,0
5074,mansion,220000,360,4,0,1,0
5075,apartment block,220000,70,3,0,0,0
5077,house,279000,980,3,1,1,0
5078,villa,1500000,2160,4,1,1,0
5079,house,425000,230,3,1,0,0
5081,house,650000,2167,5,1,1,1
5082,house,479000,328,3,1,1,0
5083,house,322650,539,3,1,1,0
5084,house,445000,934,3,0,1,0
5085,house,103000,314,4,1,0,0
5086,house,90000,215,4,1,0,0
5087,house,99000,214,4,1,0,0
5088,house,199000,1223,3,0,0,0
5089,house,250000,764,2,0,0,0
5091,house,124000,310,2,1,1,0
5092,house,225000,110,4,1,0,0
5094,house,390000,3187,5,1,0,0
5096,exceptional property,1650000,2187,7,0,1,0
5097,villa,380000,2684,3,0,1,0
5098,apartment block,985000,220,6,0,1,0
5100,villa,815000,1205,5,0,1,1
5101,house,355000,284,4,1,1,0
5102,house,230000,75,2,0,1,0
5103,house,980000,4110,4,0,1,0
5104,house,290000,428,3,0,0,0
5105,house,265000,295,3,1,1,0
5106,town house,359000,30,3,0,1,0
5107,villa,205000,1200,3,0,0,0
5108,house,329000,0,4,0,0,0
5109,house,126000,465,4,1,1,0
5110,house,219000,224,3,1,0,0
5111,house,210000,604,3,1,0,0
5112,apartment block,2950000,2290,0,0,1,0
5116,house,95000,0,2,0,0,0
5117,house,95000,540,2,0,0,0
5119,house,135000,193,6,1,0,0
5120,house,135000,135,3,1,1,0
5121,house,350000,100,3,0,0,0
5123,apartment block,365000,216,3,0,1,0
5125,house,365000,748,6,0,1,0
5126,house,290000,2489,5,0,1,0
5128,house,149000,175,2,1,1,0
5129,house,195000,276,2,0,0,0
5130,house,269000,109,4,0,0,0
5131,house,385000,1160,2,0,0,0
5132,house,200000,820,3,0,0,0
5133,house,350000,0,4,0,1,0
5135,house,925000,16500,5,0,1,0
5136,house,275000,486,2,0,1,0
5137,apartment block,239000,161,2,1,0,0
5140,house,210000,150,4,0,0,0
5141,villa,1150000,2651,3,0,0,0
5142,apartment block,543500,205,4,0,1,0
5144,house,279000,910,3,1,1,0
5146,house,289000,1393,2,0,0,0
5148,house,357260,487,3,0,0,0
5149,house,356257,485,3,0,0,0
5150,house,307867,286,3,0,0,0
5151,house,599000,1299,3,0,1,0
5152,house,289000,274,4,0,1,0
5153,town house,279000,156,3,0,1,0
5154,house,125000,195,3,0,0,0
5156,exceptional property,1095343,1046,4,0,1,0
5157,apartment block,725000,0,4,0,1,0
5158,house,355000,188,4,1,1,0
5160,house,560000,8519,3,0,1,0
5161,house,390000,790,4,1,1,0
5162,house,429000,508,4,1,1,0
5163,house,489000,600,4,0,0,0
5165,house,194900,50,2,0,0,0
5167,house,165000,450,3,1,0,0
5168,house,119000,70,3,1,1,0
5169,house,315000,525,3,0,1,0
5170,house,90000,0,2,0,0,0
5171,mixed use building,495000,195,3,0,0,0
5172,exceptional property,2750000,690,6,1,1,0
5186,exceptional property,3950000,340,5,0,1,0
5188,house,260000,324,2,1,0,0
5189,house,295000,251,3,1,1,0
5190,house,387000,1183,5,1,1,0
5191,house,269000,141,4,0,1,0
5192,house,175000,400,4,1,0,0
5193,house,260000,963,3,1,0,0
5194,house,400000,250,3,1,1,0
5195,house,56000,307,2,1,0,0
5197,house,279000,161,2,0,0,0
5198,house,695000,68,4,0,0,0
5200,house,399000,1153,3,0,0,0
5201,house,325000,844,4,0,1,0
5202,house,210000,1381,1,0,1,0
5203,house,160000,430,3,0,1,0
5204,villa,255000,388,2,1,1,0
5205,house,299000,290,3,0,1,0
5206,house,80000,0,4,0,0,0
5207,house,245000,136,3,1,1,0
5208,house,225000,175,3,0,1,0
5209,house,325000,135,3,0,0,0
5210,house,441000,551,3,0,0,0
5211,house,90000,144,3,0,0,0
5213,house,249000,449,2,0,1,0
5214,apartment block,975000,268,7,1,1,0
5215,house,215000,390,5,0,1,0
5216,house,120000,370,4,1,1,0
5217,house,40000,1140,3,1,0,0
5218,bungalow,140000,647,2,0,0,0
5219,house,100000,585,3,0,0,0
5220,house,765000,1242,4,0,0,0
5221,house,525000,67,4,0,0,0
5222,house,175000,394,4,1,0,0
5223,house,210000,359,13,0,0,0
5224,house,350000,122,4,0,1,0
5225,house,150000,204,3,0,1,0
5226,house,549000,1025,3,0,0,0
5227,house,329000,85,4,0,0,0
5229,house,582000,1370,5,1,0,0
5230,house,269000,193,5,0,1,0
5231,house,349000,176,3,0,1,0
5232,house,229000,147,3,0,0,0
5233,house,179000,107,2,0,0,0
5234,house,299500,0,3,0,1,0
5235,house,259000,595,3,0,0,0
5236,house,239500,591,4,1,1,0
5237,house,345000,280,5,0,0,0
5239,exceptional property,1150000,1335,16,0,0,0
5241,house,3750000,595,16,0,0,0
5242,house,339000,542,3,0,1,0
5247,house,420000,268,4,0,1,0
5248,house,329000,1352,3,1,1,0
5250,house,935000,114,5,0,1,0
5252,house,595000,1656,3,1,1,0
5254,house,225000,380,2,1,1,0
5255,chalet,189000,0,3,0,1,0
5256,house,149000,280,7,1,1,0
5257,house,125000,160,2,1,0,0
5259,house,475000,0,3,0,1,0
5261,house,125000,234,3,1,0,0
5262,villa,350000,4152,4,1,1,0
5263,house,85000,75,2,1,1,0
5264,house,192000,70,4,0,1,0
5265,mixed use building,475000,558,4,0,1,0
5266,villa,4200000,5400,5,0,1,1
5267,house,269000,180,3,1,1,0
5268,house,519000,162,3,0,1,0
5269,house,412000,279,3,1,1,0
5270,house,239000,139,3,0,0,0
5271,house,190000,840,3,0,1,0
5273,house,359000,406,3,1,1,0
5274,house,335000,42,3,1,0,0
5275,house,530000,1060,4,0,1,0
5276,house,329000,600,4,1,0,0
5277,house,289000,0,5,0,1,0
5279,house,320000,295,2,0,1,0
5280,house,329000,498,3,0,1,0
5281,mixed use building,235000,0,2,0,0,0
5282,house,395000,587,3,0,0,0
5284,house,284000,563,3,0,0,0
5286,house,149900,69,2,0,1,0
5288,house,634500,674,4,0,1,0
5289,house,612800,553,4,0,1,0
5290,house,594500,490,4,0,1,0
5291,bungalow,335000,1650,3,1,1,0
5292,house,130000,505,3,1,1,0
5293,villa,269900,1651,2,1,1,0
5294,house,229000,198,3,1,0,0
5295,house,345000,180,3,0,1,0
5296,house,525000,544,3,0,1,0
5297,house,259500,437,3,0,0,0
5298,villa,429500,748,2,0,0,0
5299,country cottage,375000,1273,3,1,1,0
5301,house,498000,1884,3,1,1,0
5302,mixed use building,460000,383,3,1,1,0
5303,house,290000,651,4,0,0,0
5304,house,145000,325,2,0,0,0
5305,house,225000,730,2,0,1,0
5306,house,199000,106,3,0,0,0
5308,house,295000,600,3,0,0,0
5309,house,199000,313,3,1,1,0
5311,house,120000,0,2,0,0,0
5312,house,410000,765,4,0,0,0
5313,villa,1065000,1871,2,0,1,1
5314,house,312000,345,3,0,1,0
5315,house,298000,170,3,0,1,0
5316,house,389000,275,4,0,1,0
5317,villa,470000,357,3,0,1,0
5318,house,330000,1992,3,1,1,0
5319,apartment block,950000,278,4,0,1,0
5320,house,580000,900,6,0,1,0
5321,villa,159000,251,3,0,0,0
5322,house,364900,792,2,0,0,0
5323,apartment block,145000,380,5,0,1,0
5324,house,275000,155,3,0,1,0
5325,chalet,130000,599,2,0,0,0
5326,house,180000,0,4,1,1,0
5328,house,229000,2183,3,0,0,1
5329,house,180000,590,4,1,0,0
5331,mixed use building,294500,56,2,0,0,0
5332,house,350000,350,2,0,1,0
5333,house,350000,92,3,1,0,0
5334,house,845000,4905,6,0,1,0
5335,house,300000,0,3,0,0,0
5336,house,121000,48,3,0,0,0
5337,house,100000,466,4,0,0,0
5338,house,245000,488,4,1,0,0
5339,house,599000,555,6,1,1,1
5340,house,120000,536,3,1,1,0
5341,house,80000,92,4,1,0,0
5342,house,299000,160,4,1,1,0
5343,house,250000,570,4,1,0,0
5344,farmhouse,252000,12348,3,1,0,0
5346,house,155000,120,4,0,1,0
5347,house,290000,726,3,0,0,0
5348,house,179000,221,3,1,0,0
5349,house,285000,58,3,0,1,0
5350,house,245000,345,3,0,1,0
5351,house,180000,0,3,0,0,0
5353,bungalow,369000,408,4,0,0,0
5355,house,265000,95,3,0,0,0
5356,house,470000,313,4,0,0,0
5357,farmhouse,1150000,7065,7,0,0,1
5359,villa,1100000,2500,3,0,0,0
5361,house,295000,974,2,0,0,0
5362,house,69500,138,2,0,0,0
5364,house,80000,150,3,0,0,0
5365,house,285000,308,2,0,0,0
5366,apartment block,1095000,92,5,0,0,0
5368,house,259000,360,3,0,0,0
5370,house,249000,408,4,0,1,0
5372,apartment block,795000,1567,0,0,0,0
5374,house,425000,358,3,0,1,0
5377,house,289000,103,3,0,0,0
5381,house,365000,655,3,0,1,0
5382,house,279000,295,2,0,1,0
5383,house,359000,410,5,0,0,0
5384,house,295000,162,3,0,0,0
5385,house,159000,300,2,0,0,0
5387,house,350000,452,3,0,0,0
5389,house,299000,453,4,0,1,0
5390,house,589000,150,3,0,0,0
5392,house,205000,220,3,0,1,0
5394,house,394000,363,3,0,0,0
5395,exceptional property,950000,924,4,0,0,0
5397,house,325000,460,3,1,1,0
5400,house,269500,225,3,0,0,0
5402,apartment block,1220000,140,6,0,0,0
5403,house,349000,268,2,1,1,0
5404,house,127500,140,5,1,1,0
5405,apartment block,755000,140,4,0,0,0
5406,apartment block,465000,140,2,0,0,0
5407,house,530000,10677,2,0,1,0
5408,house,449000,1822,2,1,1,0
5409,villa,325000,1760,4,1,1,0
5410,house,220000,554,2,0,0,0
5411,town house,375000,232,3,0,1,0
5412,apartment block,895000,130,0,0,1,0
5416,house,325000,0,3,0,0,0
5417,house,599000,820,5,0,1,0
5419,exceptional property,695000,5026,8,1,1,0
5420,house,375000,203,3,0,1,0
5422,house,415000,200,3,1,1,0
5423,apartment block,1960000,0,0,0,1,0
5425,exceptional property,849000,2833,4,1,1,0
5427,house,435000,417,4,0,1,0
5428,house,235000,204,2,1,0,0
5429,villa,820000,720,5,1,1,0
5430,house,379000,212,3,0,0,0
5431,house,229900,745,3,1,1,0
5433,house,365434,300,3,0,0,0
5434,house,198000,210,4,1,1,0
5435,house,158000,52,3,0,0,0
5436,mixed use building,158000,52,3,0,0,0
5437,house,279900,255,3,0,1,0
5438,bungalow,289000,820,4,1,1,0
5440,house,225000,520,3,1,1,0
5441,house,239000,366,3,0,0,0
5442,apartment block,199000,103,3,0,0,0
5444,house,495000,117,6,0,0,0
5446,apartment block,1095000,92,5,0,0,0
5448,house,520000,624,3,0,1,0
5449,house,675000,537,7,0,1,0
5450,house,375000,536,3,1,0,0
5451,house,278000,145,3,0,1,0
5452,house,314000,774,4,0,0,0
5453,house,249000,362,3,0,0,0
5454,house,275000,400,4,0,0,0
5455,house,90000,300,3,1,1,0
5456,house,699000,190,5,0,1,0
5457,house,210000,0,2,0,0,0
5458,other property,409000,869,4,0,0,0
5459,house,431773,385,4,0,0,0
5461,farmhouse,495000,3249,6,0,0,0
5462,house,252000,160,4,0,0,0
5463,villa,699000,1357,4,1,1,0
5464,house,439000,171,5,1,1,0
5465,house,285000,367,4,1,1,0
5467,house,279000,266,3,1,1,0
5468,house,292000,0,3,0,0,0
5469,house,249000,0,2,0,1,0
5470,house,120000,230,3,0,0,0
5471,house,125000,0,2,0,0,0
5472,house,140000,720,5,0,0,0
5473,house,150000,360,3,0,0,0
5474,house,190000,275,4,1,1,0
5475,house,369000,627,3,0,0,0
5477,house,189000,200,3,1,1,0
5478,house,160000,0,2,0,1,0
5479,country cottage,300000,26005,4,0,0,0
5480,house,175000,500,3,0,1,0
5481,house,275000,1010,2,0,0,0
5482,house,239000,1060,2,0,1,0
5483,apartment block,795000,0,3,0,0,0
5485,house,199900,600,2,1,1,0
5486,house,537000,484,3,0,1,0
5487,house,219000,262,3,0,0,0
5488,house,430000,4030,4,0,1,0
5489,manor house,1100000,5136,3,0,0,0
5490,house,299000,110,4,0,1,0
5492,house,209000,182,1,0,0,0
5493,house,499000,4346,7,0,1,0
5494,house,398000,670,4,0,1,0
5496,house,169000,100,2,0,0,0
5497,house,275000,337,3,0,0,0
5498,house,545000,227,4,0,0,0
5500,apartment block,890000,763,0,0,0,0
5502,bungalow,585000,795,6,1,1,0
5503,apartment block,275000,113,3,0,1,0
5505,house,980000,290,4,0,1,0
5506,mixed use building,980000,290,4,0,1,0
5507,house,449000,123,5,0,0,0
5509,country cottage,595000,4948,4,0,0,0
5510,bungalow,420000,920,4,0,0,0
5512,house,379000,570,4,0,1,0
5513,villa,475000,785,4,0,1,0
5514,villa,570000,1165,4,0,1,0
5515,apartment block,450000,400,0,0,0,0
5516,house,469000,826,5,0,1,0
5519,country cottage,495000,1868,3,0,0,0
5520,house,425000,1499,3,0,0,0
5521,house,260000,1238,3,0,0,0
5523,exceptional property,1950000,483,13,0,0,0
5525,house,280500,123,3,0,0,0
5526,house,278500,142,3,0,0,0
5527,house,300500,178,3,0,0,0
5528,house,535000,145,3,0,0,0
5529,house,525000,1136,4,0,0,0
5530,house,240000,180,2,1,1,0
5531,house,305000,175,3,0,0,0
5533,house,335000,224,3,1,0,1
5534,bungalow,349000,1674,3,1,1,0
5535,apartment block,560000,0,5,1,1,0
5536,house,950000,445,5,0,1,1
5537,house,225000,86,3,1,1,0
5538,house,590000,310,8,0,1,0
5539,apartment block,730000,70,4,0,0,0
5541,apartment block,425000,150,8,1,1,0
5542,house,229500,126,2,1,1,0
5543,house,249000,803,3,1,1,0
5544,house,133000,50,3,0,1,0
5546,apartment block,1150000,0,8,0,0,0
5547,house,575000,230,4,0,0,0
5548,house,150000,800,4,0,0,0
5549,house,190000,185,2,1,0,0
5551,house,229000,49,4,0,0,0
5553,house,272500,173,3,1,0,0
5554,house,289000,1295,3,0,0,0
5555,house,350000,711,3,0,1,0
5556,apartment block,375000,183,5,1,1,0
5557,apartment block,715000,65,0,0,0,0
5558,villa,300000,0,4,1,0,0
5559,bungalow,395000,697,3,0,0,0
5560,house,245000,231,3,1,1,0
5561,house,399000,100,5,0,1,0
5562,house,348000,473,3,1,1,0
5564,house,259000,693,2,0,0,0
5565,house,330000,1274,3,1,1,0
5566,house,165000,105,3,0,1,0
5567,house,50000,284,5,0,1,0
5568,manor house,349000,2049,4,0,0,0
5569,house,145000,236,3,0,1,0
5570,villa,409000,869,4,0,0,0
5571,house,260000,645,2,0,1,0
5573,house,179000,0,3,0,0,0
5574,town house,480000,320,3,0,1,0
5575,house,214500,413,3,0,0,0
5576,house,219500,357,3,0,0,0
5577,house,430000,536,4,0,1,0
5579,house,422000,554,4,0,1,0
5581,house,595000,1028,3,0,1,0
5583,villa,450000,540,4,0,0,0
5584,house,370000,758,4,0,1,0
5586,house,175000,322,2,0,0,0
5587,house,580000,2414,6,0,1,0
5588,house,365000,559,3,0,0,0
5590,house,1800000,6359,4,0,0,0
5591,house,550000,2108,4,0,0,0
5592,house,278000,187,3,0,1,0
5594,house,395000,776,4,0,0,0
5595,chalet,110000,1594,1,0,0,0
5597,house,150000,98,4,0,0,0
5598,house,1050000,1474,4,0,1,0
5600,house,499000,582,3,0,1,0
5601,house,395000,427,3,0,0,0
5602,house,180000,192,2,1,0,0
5603,villa,399000,880,3,0,0,0
5604,house,375000,430,3,0,1,0
5605,villa,435000,773,2,0,1,0
5606,house,389000,550,3,0,1,0
5607,house,139000,194,3,1,1,0
5608,mixed use building,275000,299,3,1,1,0
5609,mixed use building,379000,55,3,0,1,0
5610,house,365000,242,4,1,0,0
5612,house,339000,1279,5,1,0,0
5613,house,339000,1279,5,1,0,0
5614,apartment block,625000,2040,9,1,1,0
5616,exceptional property,3250000,2003,5,0,1,1
5618,house,229000,412,4,0,1,0
5619,house,298000,538,5,1,1,0
5620,house,149000,155,2,1,1,0
5621,house,210000,170,4,0,1,0
5622,country cottage,290000,5500,4,1,0,0
5623,house,1250000,16107,5,0,1,0
5624,house,625000,418,4,0,1,0
5625,exceptional property,4700000,630,10,0,1,0
5626,house,200000,440,3,1,1,0
5627,house,1449000,860,4,1,1,1
5629,house,295000,310,4,1,1,0
5630,house,289000,110,3,0,0,0
5631,house,160000,767,2,0,1,0
5632,house,320000,400,4,1,0,0
5634,villa,825000,1170,3,0,1,0
5635,house,244048,154,4,0,1,0
5636,house,232948,84,3,0,1,0
5637,house,470000,403,3,1,1,0
5638,house,299900,252,4,0,0,0
5640,house,90000,60,2,0,1,0
5641,house,219500,1094,3,0,1,0
5642,house,325000,1500,4,0,1,0
5643,apartment block,269000,55,5,0,1,0
5644,house,378000,1118,3,1,1,0
5646,house,639999,1060,6,0,0,0
5647,house,349000,235,4,0,0,1
5648,house,439000,200,3,0,1,0
5649,house,199000,1040,3,0,1,0
5650,house,100000,1135,4,1,0,0
5652,bungalow,390000,548,2,1,1,0
5653,mixed use building,399000,0,2,0,1,0
5654,house,170000,566,3,0,1,0
5655,house,495000,7861,3,0,1,0
5656,house,120000,120,4,0,1,0
5657,apartment block,235000,385,5,0,1,0
5659,house,350000,694,4,0,1,0
5660,bungalow,410000,0,3,0,1,0
5661,house,329500,1131,2,0,0,0
5662,house,205000,60,3,1,1,0
5664,house,470000,715,3,0,1,0
5665,house,319000,446,4,0,0,0
5666,house,770000,240,4,0,0,0
5668,house,775000,78,3,0,0,0
5669,villa,749000,930,5,0,1,0
5670,house,270000,155,3,0,0,0
5671,house,99000,156,2,0,0,0
5672,apartment block,520000,165,5,0,0,0
5673,house,625000,126,4,0,0,0
5674,house,315000,512,4,0,1,0
5675,house,339000,579,3,0,0,0
5677,house,280000,608,3,1,0,0
5678,house,430000,461,5,0,1,0
5682,house,345000,795,4,0,0,0
5684,apartment block,199000,200,3,0,1,0
5686,house,75000,110,3,1,0,0
5687,villa,365000,1257,5,1,1,0
5688,house,189000,266,5,0,0,0
5689,house,105000,117,4,0,0,0
5690,house,89000,134,2,0,1,0
5691,house,79000,31,2,0,0,0
5692,house,39000,30,1,0,0,0
5693,house,330000,1270,3,1,1,0
5694,house,179000,174,5,1,1,0
5695,exceptional property,649000,0,3,0,1,0
5697,house,285000,73,6,1,1,0
5698,house,368000,377,3,1,1,0
5699,house,368000,377,3,1,1,0
5700,house,119000,230,4,1,1,0
5701,mixed use building,325000,313,3,0,0,0
5702,house,675000,2732,2,0,1,0
5703,house,125000,0,3,1,1,0
5704,house,329000,738,3,1,1,0
5705,house,109000,160,2,1,1,0
5706,house,135000,0,2,0,0,0
5707,house,210000,0,3,0,1,0
5708,house,189000,90,6,1,0,0
5710,house,265000,210,3,0,1,0
5711,apartment block,495000,334,10,0,0,0
5712,house,299000,150,3,1,1,0
5713,house,150000,300,3,1,1,0
5714,country cottage,209000,703,3,0,0,0
5715,house,180000,224,2,1,1,0
5717,house,220000,490,3,1,0,0
5718,house,125000,0,3,0,0,0
5720,house,325000,75,4,0,1,0
5721,apartment block,1350000,1135,32,0,1,0
5722,house,399000,180,3,1,0,0
5723,house,295000,268,3,0,0,0
5724,country cottage,185000,575,3,0,0,0
5725,house,245000,140,4,1,1,0
5727,house,310000,255,3,0,1,0
5728,house,140000,87,2,0,0,0
5729,house,545000,575,3,0,1,0
5730,house,230000,105,2,0,1,0
5731,house,360000,334,3,1,1,0
5733,house,1095000,810,4,0,1,1
5735,house,329000,746,3,1,0,0
5736,house,290000,51,4,0,1,0
5737,house,490000,865,3,1,1,0
5738,house,150000,2053,6,0,0,0
5739,exceptional property,990000,4751,3,0,1,0
5741,house,185000,255,3,0,0,0
5742,apartment block,300000,290,6,1,0,0
5745,bungalow,219000,3250,2,0,1,0
5746,exceptional property,595000,409,4,0,1,0
5747,house,215000,299,4,1,0,0
5748,apartment block,625000,240,4,0,0,0
5749,house,400000,302,3,0,1,0
5750,house,145000,631,3,0,0,0
5751,house,135000,455,3,0,1,0
5752,house,340000,1978,3,0,1,0
5753,chalet,35000,853,2,0,0,0
5755,house,199500,80,4,0,0,0
5756,house,95000,0,3,1,1,0
5757,house,299000,568,3,1,0,0
5758,house,119900,120,2,1,1,0
5759,house,225000,400,5,0,1,0
5760,mixed use building,795000,650,0,0,0,0
5761,mixed use building,495000,0,0,0,0,0
5762,house,1599000,828,7,0,1,0
5763,villa,715000,699,4,0,1,0
5764,town house,259000,100,3,0,0,0
5765,house,245000,529,3,0,1,0
5766,house,361500,0,3,0,1,0
5767,house,645000,567,5,0,1,0
5768,house,240000,7260,3,0,1,0
5769,house,385000,209,3,0,0,0
5770,house,415000,322,3,0,0,0
5771,house,465000,544,3,0,0,0
5772,house,455000,425,3,0,0,0
5773,house,775000,1513,3,0,0,0
5774,villa,467000,2334,4,0,1,0
5776,house,400000,100,5,0,1,0
5777,house,392000,844,3,0,0,0
5778,house,295000,331,3,0,1,0
5779,villa,595000,683,3,0,0,0
5781,house,215000,175,3,0,0,0
5783,house,189000,400,3,0,0,0
5784,house,150000,369,4,0,0,0
5785,house,355000,347,3,0,1,0
5787,exceptional property,1050000,770,6,0,0,0
5788,villa,639000,850,3,0,0,1
5789,villa,1350000,43000,6,0,0,1
5790,villa,1995000,3680,4,0,0,0
5791,villa,519000,10375,4,0,1,0
5793,house,325000,2350,3,0,0,0
5794,house,440000,570,5,0,1,0
5796,apartment block,695000,338,4,0,0,0
5797,house,420000,1311,5,0,1,0
5800,house,525000,429,3,0,0,0
5801,house,315000,103,3,1,1,0
5802,apartment block,2375000,1115,6,0,1,0
5803,villa,325000,1830,4,0,1,0
5804,villa,525000,800,3,1,1,0
5805,house,215000,488,3,1,1,0
5806,house,340000,638,4,1,1,0
5807,house,349000,858,3,1,1,0
5808,house,649000,380,6,1,1,0
5809,apartment block,285000,73,6,1,1,0
5811,house,209000,190,3,0,1,0
5812,house,295000,300,4,1,1,0
5814,house,650000,1106,4,1,1,1
5815,house,229900,482,3,1,1,0
5816,apartment block,645000,96,4,1,1,0
5817,house,165000,140,2,1,1,0
5819,country cottage,439000,1774,3,1,1,0
5820,house,187000,0,2,0,0,0
5821,house,695000,0,6,0,1,0
5822,house,349000,246,3,0,0,0
5823,villa,1250000,4600,4,0,1,0
5824,house,389000,455,3,0,1,0
5826,house,299000,456,2,1,1,0
5828,house,519000,380,3,0,1,0
5829,house,400000,400,2,0,1,0
5830,house,349000,425,2,0,0,0
5831,house,325000,110,3,0,1,0
5832,house,352000,1266,3,1,1,0
5834,house,180000,1786,2,1,1,0
5836,villa,885000,1331,4,0,1,0
5837,bungalow,365000,752,3,0,1,0
5838,house,300000,248,3,0,1,0
5839,house,229000,131,4,0,0,0
5840,house,250000,180,4,0,1,0
5841,house,235000,230,2,0,0,0
5842,house,495000,478,3,0,1,0
5843,country cottage,495000,2064,4,0,0,0
5845,house,320000,280,3,0,0,0
5846,house,349000,534,3,0,0,0
5848,villa,455000,504,3,0,0,0
5849,house,215000,105,3,0,0,0
5850,house,220000,170,2,0,1,0
5851,house,399000,273,3,0,1,0
5852,house,400000,200,3,1,1,0
5853,house,275000,0,1,0,1,0
5854,house,239000,1048,3,0,0,0
5855,villa,399500,1150,4,1,1,0
5856,house,199000,12320,4,0,0,0
