,House_Type,Price,Serface,No. of Bed-Room,AtticExists,TerraceExists,SwimmingPoolExists
3563,house,370000.0,210.0,3.0,1,1,0
3564,house,190000.0,0.0,3.0,0,1,0
3565,house,580000.0,1200.0,7.0,0,0,0
3567,house,1250000.0,5778.0,4.0,1,1,0
3568,house,1295000.0,4002.0,4.0,0,1,0
3570,house,170000.0,240.0,3.0,1,1,0
3571,house,225000.0,249.0,4.0,1,1,0
3572,house,30000.0,344.0,1.0,0,0,0
3573,house,200000.0,183.0,2.0,0,1,0
3574,house,175000.0,130.0,3.0,0,0,0
3575,villa,1495000.0,3676.0,6.0,0,1,0
3576,villa,1425000.0,382.0,4.0,0,0,0
3577,house,175000.0,152.0,2.0,0,0,0
3579,house,319000.0,275.0,4.0,0,0,0
3581,house,199000.0,510.0,3.0,0,1,0
3582,house,179000.0,317.0,3.0,0,0,0
3584,house,445000.0,206.0,4.0,0,1,0
3585,mansion,595000.0,4491.0,10.0,0,0,0
3586,villa,625000.0,2610.0,6.0,0,1,0
3587,house,495000.0,196.0,4.0,0,1,0
3589,house,649000.0,440.0,5.0,0,1,0
3590,house,459000.0,3987.0,3.0,0,0,0
3591,villa,545000.0,2000.0,5.0,0,1,0
3592,house,219000.0,147.0,2.0,1,1,0
3593,house,399250.0,330.0,3.0,0,1,0
3594,house,199000.0,280.0,3.0,0,1,0
3595,house,225000.0,334.0,4.0,1,1,0
3597,apartment block,529000.0,131.0,5.0,0,1,0
3600,apartment block,700000.0,95.0,7.0,0,0,0
3601,house,224900.0,58.0,6.0,0,0,0
3603,bungalow,405000.0,0.0,3.0,1,1,0
3604,villa,645000.0,890.0,3.0,1,1,0
3605,villa,1350000.0,1980.0,4.0,1,1,1
3606,house,140000.0,262.0,2.0,1,0,0
3607,apartment block,385000.0,96.0,4.0,0,1,0
3609,house,365000.0,1834.0,4.0,0,1,0
3610,house,135000.0,964.0,2.0,0,0,0
3611,apartment block,525000.0,147.0,4.0,0,1,0
3613,house,320000.0,628.0,4.0,0,0,0
3614,house,340000.0,663.0,3.0,0,1,0
3616,house,250000.0,39.0,2.0,0,1,0
3617,house,165000.0,120.0,3.0,0,1,0
3619,house,349560.0,423.0,3.0,1,0,0
3620,house,135000.0,640.0,3.0,0,0,0
3622,house,140000.0,321.0,2.0,0,1,0
3623,house,219000.0,1300.0,3.0,1,1,0
3625,house,325000.0,270.0,3.0,0,1,1
3626,apartment block,1095000.0,113.0,0.0,0,0,0
3627,house,475000.0,90.0,4.0,0,0,0
3628,villa,320000.0,365.0,3.0,1,1,0
3629,house,70000.0,200.0,2.0,1,1,0
3630,house,50000.0,279.0,3.0,1,0,0
3632,house,120000.0,2032.0,3.0,0,0,0
3633,villa,750000.0,3269.0,5.0,1,0,1
3634,house,320000.0,409.0,2.0,0,1,0
3635,house,289500.0,122.0,3.0,0,1,0
3636,house,350000.0,1511.0,5.0,0,0,0
3637,house,310000.0,100.0,4.0,0,0,0
3638,house,229000.0,530.0,3.0,0,0,0
3639,house,1450000.0,5909.0,4.0,0,0,1
3641,house,198000.0,525.0,2.0,0,1,0
3642,house,349000.0,194.0,3.0,1,0,0
3643,house,195000.0,300.0,4.0,0,0,0
3645,exceptional property,1140000.0,675.0,3.0,0,0,0
3647,house,298000.0,278.0,5.0,0,0,0
3648,house,625000.0,834.0,3.0,0,1,1
3649,house,150000.0,0.0,2.0,0,1,0
3651,house,180000.0,450.0,4.0,1,1,0
3653,house,110000.0,102.0,4.0,0,0,0
3654,house,520000.0,2170.0,5.0,0,1,1
3655,villa,269000.0,1308.0,3.0,1,0,0
3656,house,159900.0,205.0,3.0,0,1,0
3657,house,137000.0,299.0,3.0,0,1,0
3658,country cottage,280000.0,557.0,3.0,0,1,0
3659,house,475000.0,1720.0,3.0,1,1,0
3660,house,405000.0,160.0,3.0,1,0,0
3661,house,395000.0,160.0,3.0,1,0,0
3668,country cottage,385000.0,5100.0,5.0,0,0,0
3670,house,295000.0,1266.0,4.0,0,1,0
3671,house,425000.0,640.0,3.0,1,1,0
3673,house,280000.0,620.0,4.0,1,1,0
3674,house,225000.0,948.0,2.0,1,0,0
3675,house,365000.0,2108.0,3.0,0,1,0
3676,house,199000.0,235.0,3.0,0,1,0
3677,house,349000.0,140.0,3.0,0,1,0
3678,house,130000.0,365.0,3.0,1,1,0
3679,house,234000.0,0.0,5.0,0,1,0
3680,house,159000.0,62.0,2.0,0,0,0
3682,house,334000.0,90.0,3.0,0,0,0
3683,house,174000.0,259.0,2.0,0,1,0
3684,house,239000.0,2315.0,3.0,0,0,0
3685,house,334000.0,208.0,3.0,0,1,0
3686,mixed use building,199000.0,150.0,2.0,0,1,0
3687,house,265000.0,381.0,3.0,1,1,0
3688,house,174000.0,99.0,3.0,0,1,0
3689,house,420000.0,404.0,5.0,1,1,0
3691,house,200000.0,110.0,2.0,1,1,0
3693,house,420000.0,1800.0,3.0,1,1,0
3694,exceptional property,1480000.0,4130.0,12.0,1,1,1
3695,house,145000.0,78.0,3.0,0,1,0
3696,house,595000.0,7083.0,6.0,0,1,0
3698,house,299000.0,2319.0,8.0,1,1,0
3699,house,295000.0,737.0,4.0,1,1,0
3701,house,499000.0,1524.0,5.0,0,0,0
3702,bungalow,475000.0,609.0,3.0,0,1,0
3704,house,695000.0,242.0,4.0,0,1,0
3705,house,235000.0,0.0,2.0,0,0,0
3706,house,164500.0,320.0,4.0,1,0,0
3707,mixed use building,164500.0,320.0,4.0,1,0,0
3708,house,284999.0,635.0,4.0,1,1,0
3709,house,145000.0,310.0,3.0,0,1,0
3710,bungalow,275000.0,622.0,2.0,0,0,0
3712,house,209000.0,281.0,4.0,0,0,0
3713,house,289000.0,360.0,3.0,0,0,0
3714,house,239000.0,250.0,3.0,0,0,0
3715,house,209000.0,317.0,2.0,0,0,0
3717,house,310000.0,231.0,3.0,0,0,0
3719,apartment block,675000.0,126.0,3.0,0,0,0
3720,mansion,819000.0,185.0,4.0,0,1,0
3746,house,239000.0,160.0,3.0,0,1,0
3748,house,185000.0,435.0,3.0,0,1,0
3749,house,575000.0,0.0,5.0,0,1,0
3750,house,230000.0,738.0,3.0,1,1,0
3752,mixed use building,399000.0,1954.0,5.0,1,1,0
3753,mixed use building,175000.0,151.0,1.0,0,1,0
3754,house,239000.0,963.0,5.0,1,1,0
3755,house,224000.0,218.0,2.0,1,1,0
3756,villa,360000.0,976.0,6.0,1,0,0
3757,house,125000.0,90.0,2.0,1,0,0
3758,mixed use building,750000.0,10415.0,4.0,1,0,0
3759,house,130000.0,0.0,3.0,0,1,0
3760,house,145000.0,73.0,3.0,1,1,0
3762,apartment block,280000.0,418.0,4.0,0,0,0
3764,apartment block,379000.0,370.0,6.0,0,1,0
3765,house,399000.0,258.0,2.0,0,1,0
3766,house,174000.0,394.0,2.0,0,1,0
3767,house,234000.0,104.0,2.0,0,1,0
3768,house,289000.0,70.0,3.0,0,0,0
3769,mixed use building,150000.0,0.0,4.0,0,1,0
3770,house,225000.0,50.0,2.0,1,0,0
3771,house,225000.0,166.0,2.0,1,0,0
3772,house,145000.0,0.0,2.0,0,0,0
3773,house,270000.0,440.0,2.0,1,1,0
3775,house,225000.0,500.0,3.0,1,1,0
3777,exceptional property,875000.0,9760.0,4.0,0,1,0
3779,house,275000.0,70.0,3.0,0,1,0
3781,house,115000.0,95.0,3.0,0,1,0
3782,exceptional property,950000.0,235.0,6.0,1,1,0
3783,apartment block,135000.0,253.0,5.0,0,0,0
3785,house,334000.0,152.0,2.0,0,1,0
3786,house,120000.0,210.0,3.0,0,0,0
3787,house,180000.0,250.0,4.0,1,1,0
3789,apartment block,1850000.0,399.0,11.0,1,0,0
3790,house,325000.0,441.0,3.0,0,0,0
3791,house,665000.0,545.0,4.0,0,0,0
3792,villa,615000.0,800.0,4.0,0,1,0
3793,house,289000.0,945.0,3.0,0,1,0
3794,house,495000.0,300.0,3.0,0,1,0
3795,house,290000.0,576.0,2.0,1,1,0
3796,house,260000.0,339.0,3.0,0,0,0
3797,house,199000.0,116.0,2.0,0,1,0
3798,house,299000.0,520.0,3.0,1,1,0
3799,house,189000.0,668.0,2.0,0,1,0
3800,house,249000.0,135.0,3.0,0,1,0
3801,house,155000.0,160.0,4.0,1,0,0
3803,house,250000.0,520.0,6.0,1,1,0
3804,house,140000.0,309.0,3.0,1,0,0
3805,house,210000.0,1030.0,3.0,0,1,0
3807,house,160000.0,200.0,2.0,0,0,0
3808,house,185000.0,84.0,3.0,0,1,0
3810,house,249000.0,300.0,4.0,0,1,0
3812,house,80000.0,90.0,2.0,0,0,0
3813,house,135000.0,1500.0,4.0,0,0,0
3815,house,150000.0,60.0,4.0,0,1,0
3816,house,160000.0,207.0,4.0,0,1,0
3817,villa,1495000.0,3538.0,4.0,0,1,1
3818,house,285000.0,750.0,3.0,0,0,0
3819,house,525000.0,76.0,6.0,0,0,0
3820,house,195000.0,1737.0,4.0,0,1,0
3821,house,158000.0,190.0,3.0,1,1,0
3822,apartment block,300000.0,0.0,3.0,0,0,0
3823,apartment block,195000.0,0.0,5.0,0,1,0
3825,house,175000.0,80.0,3.0,0,0,0
3826,house,140000.0,165.0,3.0,0,1,0
3827,exceptional property,4950000.0,4895.0,6.0,0,1,1
3828,house,235000.0,84.0,2.0,0,1,0
3829,bungalow,234000.0,491.0,2.0,1,1,0
3830,house,275000.0,640.0,3.0,1,1,0
3831,house,125000.0,127.0,2.0,1,0,0
3832,house,140000.0,659.0,3.0,1,0,0
3834,house,245000.0,0.0,3.0,1,0,0
3836,house,250000.0,100.0,3.0,0,1,0
3837,house,240000.0,54.0,3.0,0,0,0
3839,house,290000.0,600.0,3.0,1,1,0
3841,villa,2995000.0,1440.0,4.0,0,1,0
3842,house,35000.0,1034.0,1.0,0,0,0
3844,house,130000.0,292.0,3.0,0,0,0
3845,apartment block,2800000.0,1900.0,11.0,0,0,0
3846,house,210000.0,999.0,3.0,0,0,0
3847,house,550000.0,506.0,3.0,0,0,0
3848,house,289000.0,276.0,4.0,0,1,0
3850,house,529000.0,606.0,4.0,0,1,0
3851,country cottage,775000.0,2060.0,6.0,0,1,0
3852,house,285000.0,272.0,3.0,0,1,0
3853,other property,498000.0,202.0,3.0,0,0,0
3854,villa,1399000.0,12181.0,6.0,0,0,0
3855,exceptional property,895000.0,130.0,5.0,0,0,0
3856,house,209000.0,220.0,2.0,0,0,0
3857,house,225000.0,420.0,2.0,1,1,0
3858,house,279000.0,129.0,4.0,0,1,0
3859,town house,295000.0,174.0,3.0,0,0,0
3860,house,170000.0,461.0,2.0,1,0,0
3861,house,529000.0,266.0,5.0,0,0,0
3862,house,779000.0,162.0,4.0,0,1,0
3863,manor house,525000.0,867.0,3.0,1,0,0
3864,house,158000.0,170.0,2.0,0,0,0
3866,villa,625000.0,1620.0,5.0,0,0,0
3867,house,580000.0,470.0,4.0,0,0,0
3868,villa,450000.0,3108.0,4.0,0,1,0
3869,country cottage,489000.0,12384.0,3.0,0,1,0
3871,villa,479000.0,627.0,5.0,0,1,0
3872,house,550000.0,63.0,4.0,0,1,0
3874,villa,2145000.0,695.0,5.0,0,1,0
3875,exceptional property,1775000.0,350.0,8.0,0,1,0
3876,house,155000.0,206.0,3.0,1,1,0
3877,house,570000.0,127.0,5.0,1,1,0
3879,house,369000.0,375.0,4.0,0,1,0
3881,house,349000.0,515.0,3.0,0,1,0
3883,house,595000.0,275.0,3.0,0,1,0
3884,villa,625000.0,8336.0,4.0,0,0,0
3885,mixed use building,625000.0,8336.0,4.0,0,0,0
3886,house,259000.0,70.0,3.0,0,1,0
3887,house,250000.0,998.0,2.0,1,0,0
3888,villa,625000.0,1694.0,4.0,0,1,0
3889,house,269000.0,240.0,2.0,0,1,0
3890,mixed use building,315000.0,0.0,0.0,0,0,0
3891,farmhouse,120000.0,971.0,6.0,0,0,0
3892,house,165000.0,0.0,3.0,1,0,0
3894,villa,359000.0,1175.0,2.0,0,1,0
3895,apartment block,135000.0,1500.0,4.0,0,0,0
3897,farmhouse,699000.0,0.0,9.0,0,0,0
3899,house,178000.0,236.0,2.0,0,0,0
3901,house,359000.0,232.0,3.0,0,1,0
3902,bungalow,279500.0,500.0,4.0,0,1,0
3904,apartment block,2800000.0,1988.0,10.0,0,1,0
3905,house,70000.0,149.0,3.0,1,1,0
3906,house,262000.0,80.0,3.0,0,0,0
3907,house,170000.0,410.0,2.0,0,0,0
3908,house,279000.0,170.0,7.0,1,1,0
3909,house,165000.0,500.0,2.0,0,0,0
3910,apartment block,510000.0,110.0,6.0,0,0,0
3913,house,430000.0,243.0,3.0,1,1,0
3914,house,20000.0,57.0,2.0,0,0,0
3916,house,299000.0,83.0,3.0,1,0,0
3917,bungalow,100000.0,675.0,3.0,0,0,0
3919,house,100000.0,250.0,3.0,0,0,0
3921,house,310000.0,110.0,4.0,0,1,0
3922,house,495000.0,978.0,3.0,0,0,0
3924,apartment block,495000.0,978.0,3.0,0,0,0
3926,house,195000.0,44.0,2.0,0,0,0
3928,house,125000.0,1103.0,6.0,0,0,0
3929,house,95000.0,311.0,3.0,0,0,0
3931,house,75000.0,180.0,3.0,0,0,0
3933,house,423937.0,408.0,3.0,0,0,0
3935,house,335000.0,328.0,3.0,0,1,0
3936,house,685000.0,2568.0,4.0,0,1,1
3937,villa,435000.0,603.0,2.0,1,1,0
3938,house,110000.0,254.0,3.0,1,0,0
3940,house,110000.0,130.0,3.0,1,0,0
3942,house,269000.0,1065.0,5.0,1,1,0
3943,mansion,260000.0,97.0,2.0,0,0,0
3944,bungalow,130000.0,1177.0,1.0,0,0,0
3945,villa,288000.0,425.0,3.0,0,0,0
3946,house,280000.0,88.0,5.0,0,0,0
3948,house,300000.0,150.0,3.0,0,1,0
3949,house,335000.0,595.0,4.0,0,1,0
3950,house,239000.0,75.0,3.0,0,1,0
3951,farmhouse,625000.0,2178.0,4.0,0,1,0
3952,house,150000.0,200.0,4.0,0,0,0
3953,house,60000.0,200.0,1.0,0,0,0
3955,house,290000.0,1078.0,5.0,0,1,0
3957,house,90000.0,106.0,2.0,0,1,0
3958,house,190000.0,270.0,3.0,0,1,0
3959,mixed use building,249500.0,87.0,1.0,0,1,0
3960,apartment block,1250000.0,393.0,17.0,0,1,0
3961,house,315000.0,700.0,4.0,1,1,0
3963,mixed use building,225000.0,317.0,4.0,1,0,0
3964,house,375000.0,1169.0,4.0,0,1,0
3966,house,278000.0,283.0,2.0,0,1,0
3967,house,163000.0,99.0,2.0,0,1,0
3969,villa,1345000.0,6620.0,4.0,0,0,0
3970,mixed use building,535000.0,476.0,5.0,0,1,0
3971,house,375000.0,209.0,4.0,0,0,0
3972,house,399000.0,252.0,5.0,0,1,0
3973,house,456000.0,852.0,4.0,0,1,0
3975,house,375000.0,729.0,2.0,0,1,0
3977,house,225000.0,700.0,3.0,1,0,0
3978,house,169000.0,448.0,3.0,0,0,0
3980,house,140000.0,205.0,4.0,0,1,0
3981,house,92000.0,100.0,2.0,0,1,0
3982,exceptional property,1495000.0,442.0,4.0,1,1,0
3984,exceptional property,945000.0,477.0,4.0,1,1,1
3986,house,215000.0,555.0,4.0,1,1,0
3987,house,850000.0,110.0,3.0,0,1,0
3988,house,135000.0,266.0,2.0,1,1,0
3989,house,185000.0,144.0,2.0,1,1,0
3991,town house,135000.0,85.0,1.0,0,1,0
3992,house,270000.0,1610.0,4.0,1,1,0
3993,house,270000.0,1610.0,4.0,1,1,0
3994,house,768000.0,665.0,4.0,1,1,0
3995,exceptional property,559000.0,494.0,3.0,1,1,0
3996,house,275000.0,930.0,4.0,1,1,0
3998,apartment block,720000.0,110.0,10.0,0,0,0
3999,house,169000.0,1090.0,4.0,0,1,0
4000,house,525000.0,2000.0,5.0,0,1,0
4002,house,189000.0,168.0,3.0,1,1,0
4004,house,385000.0,508.0,3.0,0,1,0
4005,house,275000.0,336.0,3.0,0,1,0
4006,house,365000.0,383.0,3.0,0,1,0
4008,house,367000.0,890.0,6.0,0,0,0
4009,house,51000.0,87.0,1.0,0,0,0
4010,apartment block,565000.0,110.0,6.0,0,0,0
4012,house,565000.0,110.0,6.0,0,0,0
4014,house,230000.0,1122.0,3.0,1,1,0
4015,house,50000.0,443.0,2.0,1,0,0
4016,house,170000.0,184.0,4.0,0,1,0
4017,house,80000.0,310.0,2.0,0,0,0
4018,house,140000.0,130.0,4.0,1,1,0
4019,house,535000.0,277.0,4.0,0,0,0
4022,house,180000.0,164.0,4.0,0,1,0
4023,house,398000.0,670.0,4.0,0,1,0
4025,house,339000.0,1280.0,4.0,1,1,0
4027,house,145000.0,520.0,3.0,1,0,0
4028,house,397500.0,412.0,3.0,0,1,0
4029,house,245000.0,215.0,2.0,1,1,0
4031,house,326055.0,155.0,3.0,0,1,0
4033,house,327955.0,160.0,3.0,0,1,0
4035,country cottage,795000.0,4432.0,7.0,0,1,0
4036,house,350000.0,280.0,4.0,0,0,0
4037,villa,795000.0,757.0,5.0,0,0,0
4038,apartment block,255000.0,0.0,2.0,1,1,0
4039,house,680000.0,1979.0,4.0,1,0,0
4040,house,245500.0,453.0,4.0,1,0,0
4041,house,115000.0,0.0,1.0,0,1,0
4043,house,450000.0,0.0,3.0,0,0,0
4044,villa,499000.0,0.0,4.0,0,1,0
4045,house,175000.0,144.0,2.0,0,1,0
4046,house,495000.0,0.0,7.0,0,0,0
4047,house,79000.0,0.0,2.0,0,0,0
4048,villa,619000.0,2890.0,6.0,0,0,0
4049,house,230000.0,55.0,3.0,0,0,0
4051,house,195000.0,50.0,2.0,0,0,0
4052,house,329000.0,204.0,4.0,0,0,0
4053,house,545000.0,377.0,5.0,0,1,0
4054,apartment block,495000.0,147.0,4.0,0,0,0
4055,house,189000.0,157.0,2.0,0,1,0
4056,house,180000.0,497.0,3.0,0,0,0
4057,house,299000.0,63.0,4.0,0,0,0
4059,house,215000.0,417.0,4.0,0,0,0
4060,house,249000.0,260.0,3.0,0,0,0
4062,house,350000.0,805.0,4.0,0,0,0
4063,house,315000.0,450.0,3.0,0,1,0
4064,house,195000.0,0.0,3.0,0,0,0
4065,house,295000.0,178.0,3.0,1,1,0
4067,house,389000.0,1589.0,3.0,1,1,0
4069,house,249000.0,270.0,3.0,1,1,0
4070,mixed use building,690000.0,28543.0,3.0,0,1,0
4071,house,499000.0,2900.0,6.0,1,1,0
4072,apartment block,175000.0,70.0,2.0,0,0,0
4074,house,175000.0,60.0,2.0,0,1,0
4075,house,575000.0,6000.0,3.0,0,1,0
4076,house,229000.0,260.0,2.0,1,1,0
4077,farmhouse,150000.0,1124.0,3.0,1,0,0
4078,mansion,499000.0,122.0,4.0,0,1,0
4080,house,350000.0,250.0,3.0,1,0,0
4081,house,165000.0,320.0,3.0,0,0,0
4082,house,255000.0,94.0,3.0,0,0,0
4083,house,199000.0,267.0,3.0,0,0,0
4084,house,279000.0,440.0,3.0,0,0,0
4085,house,180000.0,0.0,3.0,1,0,0
4086,farmhouse,299000.0,20697.0,4.0,0,0,0
4087,farmhouse,1125000.0,22893.0,7.0,1,1,0
4088,mansion,595000.0,131.0,6.0,0,1,0
4089,house,649000.0,0.0,6.0,0,0,0
4090,house,149000.0,247.0,2.0,0,0,0
4091,house,249000.0,239.0,4.0,0,0,0
4092,house,595000.0,765.0,5.0,0,0,0
4093,house,299000.0,136.0,3.0,0,1,0
4094,house,395000.0,623.0,4.0,0,0,0
4095,town house,389000.0,138.0,3.0,0,0,0
4096,house,255000.0,264.0,4.0,0,1,0
4098,house,125000.0,185.0,3.0,1,0,0
4100,mansion,649000.0,200.0,6.0,0,0,0
4101,house,395000.0,947.0,4.0,0,1,0
4103,house,99000.0,75.0,1.0,0,1,0
4104,manor house,785000.0,1996.0,4.0,0,0,0
4105,house,299000.0,324.0,4.0,0,1,0
4107,house,1100000.0,350.0,5.0,1,1,0
4108,house,157500.0,121.0,3.0,0,0,0
4110,house,139500.0,0.0,3.0,0,0,0
4111,house,180000.0,0.0,2.0,0,0,0
4112,house,250000.0,0.0,3.0,0,0,0
4113,house,375000.0,442.0,4.0,0,0,0
4114,villa,695000.0,2134.0,5.0,0,0,0
4115,house,280000.0,273.0,3.0,0,0,0
4117,house,165000.0,696.0,3.0,0,0,0
4119,house,275000.0,1440.0,0.0,0,0,0
4120,house,237000.0,168.0,3.0,0,0,0
4122,house,795000.0,8113.0,3.0,0,0,0
4124,villa,439000.0,596.0,2.0,0,0,0
4125,house,160000.0,567.0,3.0,1,0,0
4126,house,436000.0,412.0,5.0,0,0,0
4127,mansion,690000.0,480.0,5.0,0,0,0
4128,house,279000.0,355.0,3.0,0,0,0
4129,house,199900.0,314.0,3.0,0,0,0
4131,house,249000.0,1008.0,4.0,0,0,0
4132,house,120000.0,2784.0,3.0,0,0,0
4133,mixed use building,720000.0,240.0,6.0,0,0,0
4134,apartment block,499000.0,62.0,0.0,0,0,0
4135,house,115000.0,160.0,2.0,0,0,0
4137,house,150000.0,420.0,3.0,0,0,0
4138,house,259000.0,251.0,4.0,0,1,0
4139,country cottage,600000.0,3490.0,3.0,0,0,0
4141,country cottage,750000.0,5958.0,3.0,0,0,0
4143,house,345000.0,490.0,3.0,0,1,0
4144,mixed use building,839000.0,1483.0,4.0,0,1,0
4145,villa,890000.0,1906.0,4.0,1,1,1
4146,house,395000.0,1020.0,3.0,0,1,0
4147,farmhouse,80000.0,10070.0,2.0,0,0,0
4148,apartment block,279000.0,136.0,3.0,0,1,0
4152,house,279000.0,200.0,3.0,0,1,0
4153,house,135000.0,474.0,2.0,0,0,0
4155,country cottage,585000.0,9777.0,2.0,0,0,0
4156,house,559500.0,1775.0,4.0,0,1,0
4157,apartment block,610000.0,140.0,8.0,0,1,0
4158,house,315000.0,123.0,2.0,0,1,0
4159,apartment block,140000.0,308.0,2.0,1,0,0
4160,house,825000.0,339.0,5.0,0,1,0
4161,house,279000.0,80.0,3.0,0,1,0
4162,villa,549000.0,758.0,4.0,1,1,0
4163,house,25000.0,360.0,1.0,0,0,0
4164,house,199000.0,247.0,4.0,1,1,0
4166,mixed use building,649000.0,86.0,5.0,0,0,0
4167,house,189000.0,168.0,3.0,1,1,0
4170,house,150000.0,150.0,4.0,0,1,0
4171,house,595000.0,98.0,5.0,1,1,0
4172,house,490000.0,179.0,3.0,0,0,0
4173,house,375000.0,1363.0,3.0,1,1,0
4174,house,825000.0,339.0,5.0,0,1,0
4175,bungalow,369000.0,1063.0,3.0,1,0,0
4176,house,459000.0,396.0,4.0,0,0,0
4177,house,195000.0,520.0,3.0,0,0,0
4178,house,375000.0,519.0,1.0,0,0,0
4179,house,138000.0,135.0,3.0,0,1,0
4180,house,118000.0,55.0,2.0,0,1,0
4181,house,470000.0,246.0,2.0,0,1,0
4182,house,1150000.0,208.0,6.0,1,0,0
4183,house,149000.0,228.0,2.0,0,1,0
4184,house,95000.0,360.0,3.0,0,0,0
4185,farmhouse,60000.0,154.0,4.0,0,0,0
4187,house,430000.0,1088.0,3.0,0,0,0
4188,house,260000.0,0.0,5.0,1,1,1
4189,house,274000.0,1200.0,3.0,0,0,0
4190,house,239000.0,55.0,3.0,0,0,0
4191,house,264500.0,105.0,3.0,0,1,0
4193,house,10000.0,246.0,6.0,1,0,0
4195,house,439000.0,156.0,4.0,0,1,0
4197,house,1100000.0,0.0,4.0,0,1,0
4198,house,169000.0,177.0,4.0,0,0,0
4199,house,110000.0,132.0,1.0,0,1,0
4200,house,125000.0,623.0,4.0,0,1,0
4202,house,659000.0,534.0,3.0,1,1,0
4203,house,325000.0,248.0,2.0,0,0,0
4204,house,250000.0,1207.0,4.0,0,0,0
4205,house,125000.0,288.0,4.0,0,1,0
4206,house,225000.0,121.0,2.0,0,0,0
4207,villa,650000.0,2295.0,4.0,0,1,0
4209,house,220000.0,320.0,2.0,0,0,0
4210,house,224000.0,0.0,4.0,0,1,0
4212,exceptional property,310000.0,200.0,3.0,0,1,0
4213,house,425000.0,312.0,3.0,0,1,0
4215,house,269000.0,40.0,2.0,0,1,0
4216,house,235000.0,539.0,3.0,1,0,0
4217,house,199000.0,274.0,2.0,0,1,0
4219,house,237000.0,360.0,3.0,0,0,0
4221,house,349000.0,1692.0,3.0,0,0,0
4222,house,179900.0,0.0,4.0,1,1,0
4223,house,249000.0,653.0,3.0,1,1,0
4225,house,249000.0,0.0,2.0,0,0,0
4226,chalet,14500.0,200.0,1.0,0,1,0
4228,house,549000.0,476.0,3.0,0,1,0
4229,house,199000.0,338.0,3.0,1,0,0
4231,villa,695000.0,1134.0,3.0,0,0,0
4232,apartment block,820000.0,0.0,4.0,0,0,0
4234,house,825000.0,339.0,5.0,0,1,0
4235,apartment block,279000.0,283.0,5.0,0,0,0
4236,house,249000.0,723.0,3.0,0,0,0
4237,house,345000.0,540.0,3.0,0,0,0
4238,house,445000.0,200.0,4.0,0,1,0
4239,house,360000.0,1029.0,4.0,0,0,0
4240,villa,720000.0,0.0,4.0,0,1,0
4241,villa,2450000.0,3904.0,4.0,0,1,0
4242,house,255000.0,256.0,3.0,0,0,0
4243,house,995000.0,8467.0,5.0,0,1,0
4244,mixed use building,280000.0,0.0,3.0,0,0,0
4245,house,129000.0,80.0,2.0,1,0,0
4246,exceptional property,690000.0,29747.0,4.0,0,0,0
4248,house,395000.0,192.0,3.0,0,1,0
4250,apartment block,1240000.0,0.0,4.0,0,1,0
4251,house,498000.0,0.0,4.0,0,1,0
4252,house,395000.0,80.0,3.0,0,0,0
4254,house,165000.0,95.0,2.0,0,1,0
4255,house,164500.0,75.0,3.0,1,1,0
4256,house,649000.0,989.0,3.0,1,1,0
4257,house,189500.0,115.0,4.0,1,0,0
4259,house,439000.0,4312.0,3.0,1,0,0
4260,country cottage,439000.0,4312.0,3.0,1,0,0
4262,house,260000.0,167.0,4.0,0,0,0
4263,house,525000.0,117.0,2.0,0,0,0
4265,exceptional property,720000.0,3116.0,4.0,1,1,0
4266,house,295000.0,0.0,3.0,0,1,0
4268,apartment block,685000.0,434.0,4.0,0,1,0
4269,country cottage,325000.0,620.0,4.0,1,1,0
4270,house,449000.0,537.0,3.0,1,1,0
4271,house,279000.0,1091.0,4.0,1,1,0
4272,house,60000.0,55.0,2.0,0,0,0
4273,mixed use building,420000.0,0.0,6.0,0,1,0
4274,house,250000.0,0.0,3.0,0,1,0
4275,mansion,349000.0,800.0,6.0,0,0,0
4276,house,345000.0,541.0,3.0,0,1,0
4278,house,279000.0,1040.0,3.0,1,1,0
4279,house,195000.0,32.0,2.0,0,0,0
4281,house,299000.0,1952.0,4.0,0,1,0
4282,house,450000.0,1029.0,5.0,0,0,0
4283,house,395000.0,151.0,3.0,1,1,0
4284,house,100000.0,230.0,2.0,0,0,0
4285,country cottage,85000.0,400.0,2.0,0,1,0
4286,house,350000.0,600.0,3.0,0,1,0
4287,house,495000.0,2035.0,3.0,0,1,0
4288,house,239000.0,621.0,2.0,0,0,0
4289,house,299000.0,513.0,4.0,0,1,0
4291,house,475000.0,160.0,5.0,0,0,0
4292,house,395000.0,1985.0,3.0,0,1,0
4293,house,175000.0,487.0,3.0,1,0,0
4296,house,399000.0,0.0,2.0,0,1,0
4297,house,190000.0,110.0,3.0,1,0,0
4298,house,150000.0,238.0,3.0,1,0,0
4299,house,140000.0,421.0,3.0,0,0,0
4301,house,180000.0,300.0,3.0,1,0,0
4303,house,275000.0,560.0,3.0,1,0,0
4304,villa,549000.0,1000.0,4.0,1,0,0
4305,house,1600000.0,0.0,0.0,0,0,0
4306,apartment block,249000.0,746.0,2.0,0,0,0
4307,house,160000.0,335.0,3.0,0,0,0
4309,house,97000.0,129.0,4.0,0,1,0
4310,villa,1374000.0,2370.0,4.0,1,1,0
4311,country cottage,310000.0,3504.0,9.0,0,0,0
4313,house,310000.0,3504.0,9.0,0,0,0
4314,house,281698.0,159.0,3.0,0,1,0
